sample_id,dataset,video_path,label,frame_count,width,height,codec,file_size_mb,manipulation,generator,subject_id,source_id,original_video_id,split_group_id,audio_path,split,first_id
FFPP_0004304,FaceForensics++,FaceSwap/304_300.mp4,1,598,640,480,h264,0.92,FaceSwap,FaceSwap,,ORIG_300,ORIG_304,PAIR_ORIG_300_ORIG_304,,,304
FFPP_0004305,FaceForensics++,FaceSwap/305_513.mp4,1,494,1280,720,h264,1.79,FaceSwap,FaceSwap,,ORIG_513,ORIG_305,PAIR_ORIG_305_ORIG_513,,,305
FFPP_0004306,FaceForensics++,FaceSwap/306_278.mp4,1,449,600,480,h264,0.62,FaceSwap,FaceSwap,,ORIG_278,ORIG_306,PAIR_ORIG_278_ORIG_306,,,306
FFPP_0004307,FaceForensics++,FaceSwap/307_365.mp4,1,369,640,480,h264,0.62,FaceSwap,FaceSwap,,ORIG_365,ORIG_307,PAIR_ORIG_307_ORIG_365,,,307
FFPP_0004308,FaceForensics++,FaceSwap/308_388.mp4,1,502,1280,720,h264,1.37,FaceSwap,FaceSwap,,ORIG_388,ORIG_308,PAIR_ORIG_308_ORIG_388,,,308
FFPP_0004309,FaceForensics++,FaceSwap/309_303.mp4,1,571,600,480,h264,1.24,FaceSwap,FaceSwap,,ORIG_303,ORIG_309,PAIR_ORIG_303_ORIG_309,,,309
FFPP_0004310,FaceForensics++,FaceSwap/310_196.mp4,1,375,1280,720,h264,2.12,FaceSwap,FaceSwap,,ORIG_196,ORIG_310,PAIR_ORIG_196_ORIG_310,,,310
FFPP_0004311,FaceForensics++,FaceSwap/311_387.mp4,1,368,960,720,h264,1.16,FaceSwap,FaceSwap,,ORIG_387,ORIG_311,PAIR_ORIG_311_ORIG_387,,,311
FFPP_0004312,FaceForensics++,FaceSwap/312_021.mp4,1,428,640,480,h264,1.11,FaceSwap,FaceSwap,,ORIG_021,ORIG_312,PAIR_ORIG_021_ORIG_312,,,312
FFPP_0004313,FaceForensics++,FaceSwap/313_283.mp4,1,481,654,480,h264,0.71,FaceSwap,FaceSwap,,ORIG_283,ORIG_313,PAIR_ORIG_283_ORIG_313,,,313
FFPP_0004314,FaceForensics++,FaceSwap/314_347.mp4,1,413,1280,720,h264,0.9,FaceSwap,FaceSwap,,ORIG_347,ORIG_314,PAIR_ORIG_314_ORIG_347,,,314
FFPP_0004315,FaceForensics++,FaceSwap/315_322.mp4,1,304,854,480,h264,0.66,FaceSwap,FaceSwap,,ORIG_322,ORIG_315,PAIR_ORIG_315_ORIG_322,,,315
FFPP_0004316,FaceForensics++,FaceSwap/316_369.mp4,1,320,640,480,h264,0.41,FaceSwap,FaceSwap,,ORIG_369,ORIG_316,PAIR_ORIG_316_ORIG_369,,,316
FFPP_0004317,FaceForensics++,FaceSwap/317_359.mp4,1,456,640,480,h264,0.73,FaceSwap,FaceSwap,,ORIG_359,ORIG_317,PAIR_ORIG_317_ORIG_359,,,317
FFPP_0004318,FaceForensics++,FaceSwap/318_334.mp4,1,475,656,480,h264,0.93,FaceSwap,FaceSwap,,ORIG_334,ORIG_318,PAIR_ORIG_318_ORIG_334,,,318
FFPP_0004319,FaceForensics++,FaceSwap/319_352.mp4,1,421,854,480,h264,0.84,FaceSwap,FaceSwap,,ORIG_352,ORIG_319,PAIR_ORIG_319_ORIG_352,,,319
FFPP_0004320,FaceForensics++,FaceSwap/320_328.mp4,1,319,1280,720,h264,1.71,FaceSwap,FaceSwap,,ORIG_328,ORIG_320,PAIR_ORIG_320_ORIG_328,,,320
FFPP_0004321,FaceForensics++,FaceSwap/321_288.mp4,1,543,640,480,h264,1.16,FaceSwap,FaceSwap,,ORIG_288,ORIG_321,PAIR_ORIG_288_ORIG_321,,,321
FFPP_0004322,FaceForensics++,FaceSwap/322_315.mp4,1,304,1280,720,h264,1.08,FaceSwap,FaceSwap,,ORIG_315,ORIG_322,PAIR_ORIG_315_ORIG_322,,,322
FFPP_0004323,FaceForensics++,FaceSwap/323_302.mp4,1,456,656,480,h264,1.25,FaceSwap,FaceSwap,,ORIG_302,ORIG_323,PAIR_ORIG_302_ORIG_323,,,323
FFPP_0004324,FaceForensics++,FaceSwap/324_356.mp4,1,558,640,480,h264,1.15,FaceSwap,FaceSwap,,ORIG_356,ORIG_324,PAIR_ORIG_324_ORIG_356,,,324
FFPP_0004325,FaceForensics++,FaceSwap/325_492.mp4,1,347,1280,720,h264,2.6,FaceSwap,FaceSwap,,ORIG_492,ORIG_325,PAIR_ORIG_325_ORIG_492,,,325
FFPP_0004326,FaceForensics++,FaceSwap/326_501.mp4,1,522,640,480,h264,0.92,FaceSwap,FaceSwap,,ORIG_501,ORIG_326,PAIR_ORIG_326_ORIG_501,,,326
FFPP_0004327,FaceForensics++,FaceSwap/327_329.mp4,1,415,640,480,h264,0.52,FaceSwap,FaceSwap,,ORIG_329,ORIG_327,PAIR_ORIG_327_ORIG_329,,,327
FFPP_0004328,FaceForensics++,FaceSwap/328_320.mp4,1,319,1280,720,h264,1.54,FaceSwap,FaceSwap,,ORIG_320,ORIG_328,PAIR_ORIG_320_ORIG_328,,,328
FFPP_0004329,FaceForensics++,FaceSwap/329_327.mp4,1,415,654,480,h264,0.49,FaceSwap,FaceSwap,,ORIG_327,ORIG_329,PAIR_ORIG_327_ORIG_329,,,329
FFPP_0004330,FaceForensics++,FaceSwap/330_162.mp4,1,407,1280,720,h264,1.82,FaceSwap,FaceSwap,,ORIG_162,ORIG_330,PAIR_ORIG_162_ORIG_330,,,330
FFPP_0004331,FaceForensics++,FaceSwap/331_260.mp4,1,302,1280,720,h264,1.01,FaceSwap,FaceSwap,,ORIG_260,ORIG_331,PAIR_ORIG_260_ORIG_331,,,331
FFPP_0004332,FaceForensics++,FaceSwap/332_051.mp4,1,695,1280,720,h264,5.46,FaceSwap,FaceSwap,,ORIG_051,ORIG_332,PAIR_ORIG_051_ORIG_332,,,332
FFPP_0004333,FaceForensics++,FaceSwap/333_377.mp4,1,398,640,480,h264,0.99,FaceSwap,FaceSwap,,ORIG_377,ORIG_333,PAIR_ORIG_333_ORIG_377,,,333
FFPP_0004334,FaceForensics++,FaceSwap/334_318.mp4,1,475,600,480,h264,1.0,FaceSwap,FaceSwap,,ORIG_318,ORIG_334,PAIR_ORIG_318_ORIG_334,,,334
FFPP_0004335,FaceForensics++,FaceSwap/335_277.mp4,1,384,1280,720,h264,1.45,FaceSwap,FaceSwap,,ORIG_277,ORIG_335,PAIR_ORIG_277_ORIG_335,,,335
FFPP_0004336,FaceForensics++,FaceSwap/336_338.mp4,1,507,656,480,h264,0.85,FaceSwap,FaceSwap,,ORIG_338,ORIG_336,PAIR_ORIG_336_ORIG_338,,,336
FFPP_0004337,FaceForensics++,FaceSwap/337_522.mp4,1,331,640,480,h264,0.84,FaceSwap,FaceSwap,,ORIG_522,ORIG_337,PAIR_ORIG_337_ORIG_522,,,337
FFPP_0004338,FaceForensics++,FaceSwap/338_336.mp4,1,507,600,480,h264,1.04,FaceSwap,FaceSwap,,ORIG_336,ORIG_338,PAIR_ORIG_336_ORIG_338,,,338
FFPP_0004339,FaceForensics++,FaceSwap/339_392.mp4,1,457,640,480,h264,0.68,FaceSwap,FaceSwap,,ORIG_392,ORIG_339,PAIR_ORIG_339_ORIG_392,,,339
FFPP_0004340,FaceForensics++,FaceSwap/340_341.mp4,1,293,1920,1080,h264,2.45,FaceSwap,FaceSwap,,ORIG_341,ORIG_340,PAIR_ORIG_340_ORIG_341,,,340
FFPP_0004341,FaceForensics++,FaceSwap/341_340.mp4,1,293,960,720,h264,2.15,FaceSwap,FaceSwap,,ORIG_340,ORIG_341,PAIR_ORIG_340_ORIG_341,,,341
FFPP_0004342,FaceForensics++,FaceSwap/342_416.mp4,1,302,1280,720,h264,1.24,FaceSwap,FaceSwap,,ORIG_416,ORIG_342,PAIR_ORIG_342_ORIG_416,,,342
FFPP_0004343,FaceForensics++,FaceSwap/343_363.mp4,1,299,656,480,h264,0.39,FaceSwap,FaceSwap,,ORIG_363,ORIG_343,PAIR_ORIG_343_ORIG_363,,,343
FFPP_0004344,FaceForensics++,FaceSwap/344_020.mp4,1,390,1280,720,h264,1.99,FaceSwap,FaceSwap,,ORIG_020,ORIG_344,PAIR_ORIG_020_ORIG_344,,,344
FFPP_0004345,FaceForensics++,FaceSwap/345_259.mp4,1,423,854,480,h264,0.85,FaceSwap,FaceSwap,,ORIG_259,ORIG_345,PAIR_ORIG_259_ORIG_345,,,345
FFPP_0004346,FaceForensics++,FaceSwap/346_351.mp4,1,615,454,480,h264,0.77,FaceSwap,FaceSwap,,ORIG_351,ORIG_346,PAIR_ORIG_346_ORIG_351,,,346
FFPP_0004347,FaceForensics++,FaceSwap/347_314.mp4,1,413,854,480,h264,0.64,FaceSwap,FaceSwap,,ORIG_314,ORIG_347,PAIR_ORIG_314_ORIG_347,,,347
FFPP_0004348,FaceForensics++,FaceSwap/348_202.mp4,1,323,854,480,h264,0.44,FaceSwap,FaceSwap,,ORIG_202,ORIG_348,PAIR_ORIG_202_ORIG_348,,,348
FFPP_0004349,FaceForensics++,FaceSwap/349_350.mp4,1,405,1280,720,h264,1.39,FaceSwap,FaceSwap,,ORIG_350,ORIG_349,PAIR_ORIG_349_ORIG_350,,,349
FFPP_0004350,FaceForensics++,FaceSwap/350_349.mp4,1,405,854,480,h264,1.09,FaceSwap,FaceSwap,,ORIG_349,ORIG_350,PAIR_ORIG_349_ORIG_350,,,350
FFPP_0004351,FaceForensics++,FaceSwap/351_346.mp4,1,615,640,480,h264,0.95,FaceSwap,FaceSwap,,ORIG_346,ORIG_351,PAIR_ORIG_346_ORIG_351,,,351
FFPP_0004352,FaceForensics++,FaceSwap/352_319.mp4,1,421,720,480,h264,1.35,FaceSwap,FaceSwap,,ORIG_319,ORIG_352,PAIR_ORIG_319_ORIG_352,,,352
FFPP_0004353,FaceForensics++,FaceSwap/353_383.mp4,1,358,1280,720,h264,1.63,FaceSwap,FaceSwap,,ORIG_383,ORIG_353,PAIR_ORIG_353_ORIG_383,,,353
FFPP_0004354,FaceForensics++,FaceSwap/354_362.mp4,1,455,1280,720,h264,1.92,FaceSwap,FaceSwap,,ORIG_362,ORIG_354,PAIR_ORIG_354_ORIG_362,,,354
FFPP_0004355,FaceForensics++,FaceSwap/355_748.mp4,1,318,1920,1080,h264,3.44,FaceSwap,FaceSwap,,ORIG_748,ORIG_355,PAIR_ORIG_355_ORIG_748,,,355
FFPP_0004356,FaceForensics++,FaceSwap/356_324.mp4,1,558,1280,720,h264,3.0,FaceSwap,FaceSwap,,ORIG_324,ORIG_356,PAIR_ORIG_324_ORIG_356,,,356
FFPP_0004357,FaceForensics++,FaceSwap/357_432.mp4,1,346,854,480,h264,0.55,FaceSwap,FaceSwap,,ORIG_432,ORIG_357,PAIR_ORIG_357_ORIG_432,,,357
FFPP_0004358,FaceForensics++,FaceSwap/358_380.mp4,1,455,640,480,h264,0.62,FaceSwap,FaceSwap,,ORIG_380,ORIG_358,PAIR_ORIG_358_ORIG_380,,,358
FFPP_0004359,FaceForensics++,FaceSwap/359_317.mp4,1,456,640,480,h264,0.85,FaceSwap,FaceSwap,,ORIG_317,ORIG_359,PAIR_ORIG_317_ORIG_359,,,359
FFPP_0004360,FaceForensics++,FaceSwap/360_437.mp4,1,385,1280,720,h264,2.26,FaceSwap,FaceSwap,,ORIG_437,ORIG_360,PAIR_ORIG_360_ORIG_437,,,360
FFPP_0004361,FaceForensics++,FaceSwap/361_448.mp4,1,455,1280,720,h264,3.06,FaceSwap,FaceSwap,,ORIG_448,ORIG_361,PAIR_ORIG_361_ORIG_448,,,361
FFPP_0004362,FaceForensics++,FaceSwap/362_354.mp4,1,455,1280,720,h264,1.88,FaceSwap,FaceSwap,,ORIG_354,ORIG_362,PAIR_ORIG_354_ORIG_362,,,362
FFPP_0004363,FaceForensics++,FaceSwap/363_343.mp4,1,299,640,480,h264,0.6,FaceSwap,FaceSwap,,ORIG_343,ORIG_363,PAIR_ORIG_343_ORIG_363,,,363
FFPP_0004364,FaceForensics++,FaceSwap/364_440.mp4,1,419,854,480,h264,1.38,FaceSwap,FaceSwap,,ORIG_440,ORIG_364,PAIR_ORIG_364_ORIG_440,,,364
FFPP_0004365,FaceForensics++,FaceSwap/365_307.mp4,1,369,640,480,h264,0.39,FaceSwap,FaceSwap,,ORIG_307,ORIG_365,PAIR_ORIG_307_ORIG_365,,,365
FFPP_0004366,FaceForensics++,FaceSwap/366_473.mp4,1,404,656,480,h264,0.89,FaceSwap,FaceSwap,,ORIG_473,ORIG_366,PAIR_ORIG_366_ORIG_473,,,366
FFPP_0004367,FaceForensics++,FaceSwap/367_371.mp4,1,649,640,480,h264,0.99,FaceSwap,FaceSwap,,ORIG_371,ORIG_367,PAIR_ORIG_367_ORIG_371,,,367
FFPP_0004368,FaceForensics++,FaceSwap/368_378.mp4,1,761,640,480,h264,1.27,FaceSwap,FaceSwap,,ORIG_378,ORIG_368,PAIR_ORIG_368_ORIG_378,,,368
FFPP_0004369,FaceForensics++,FaceSwap/369_316.mp4,1,320,854,480,h264,0.69,FaceSwap,FaceSwap,,ORIG_316,ORIG_369,PAIR_ORIG_316_ORIG_369,,,369
FFPP_0004370,FaceForensics++,FaceSwap/370_483.mp4,1,375,1920,1080,h264,3.62,FaceSwap,FaceSwap,,ORIG_483,ORIG_370,PAIR_ORIG_370_ORIG_483,,,370
FFPP_0004371,FaceForensics++,FaceSwap/371_367.mp4,1,649,600,480,h264,1.41,FaceSwap,FaceSwap,,ORIG_367,ORIG_371,PAIR_ORIG_367_ORIG_371,,,371
FFPP_0004372,FaceForensics++,FaceSwap/372_413.mp4,1,379,854,480,h264,0.82,FaceSwap,FaceSwap,,ORIG_413,ORIG_372,PAIR_ORIG_372_ORIG_413,,,372
FFPP_0004373,FaceForensics++,FaceSwap/373_394.mp4,1,420,1280,720,h264,1.89,FaceSwap,FaceSwap,,ORIG_394,ORIG_373,PAIR_ORIG_373_ORIG_394,,,373
FFPP_0004374,FaceForensics++,FaceSwap/374_407.mp4,1,504,1280,720,h264,1.37,FaceSwap,FaceSwap,,ORIG_407,ORIG_374,PAIR_ORIG_374_ORIG_407,,,374
FFPP_0004375,FaceForensics++,FaceSwap/375_251.mp4,1,346,1280,720,h264,1.8,FaceSwap,FaceSwap,,ORIG_251,ORIG_375,PAIR_ORIG_251_ORIG_375,,,375
FFPP_0004376,FaceForensics++,FaceSwap/376_381.mp4,1,515,1280,720,h264,1.8,FaceSwap,FaceSwap,,ORIG_381,ORIG_376,PAIR_ORIG_376_ORIG_381,,,376
FFPP_0004377,FaceForensics++,FaceSwap/377_333.mp4,1,398,640,480,h264,0.73,FaceSwap,FaceSwap,,ORIG_333,ORIG_377,PAIR_ORIG_333_ORIG_377,,,377
FFPP_0004378,FaceForensics++,FaceSwap/378_368.mp4,1,761,1280,720,h264,3.83,FaceSwap,FaceSwap,,ORIG_368,ORIG_378,PAIR_ORIG_368_ORIG_378,,,378
FFPP_0004379,FaceForensics++,FaceSwap/379_158.mp4,1,341,640,480,h264,0.95,FaceSwap,FaceSwap,,ORIG_158,ORIG_379,PAIR_ORIG_158_ORIG_379,,,379
FFPP_0004380,FaceForensics++,FaceSwap/380_358.mp4,1,455,640,480,h264,0.62,FaceSwap,FaceSwap,,ORIG_358,ORIG_380,PAIR_ORIG_358_ORIG_380,,,380
FFPP_0004381,FaceForensics++,FaceSwap/381_376.mp4,1,515,656,480,h264,1.4,FaceSwap,FaceSwap,,ORIG_376,ORIG_381,PAIR_ORIG_376_ORIG_381,,,381
FFPP_0004382,FaceForensics++,FaceSwap/382_409.mp4,1,313,640,480,h264,0.7,FaceSwap,FaceSwap,,ORIG_409,ORIG_382,PAIR_ORIG_382_ORIG_409,,,382
FFPP_0004383,FaceForensics++,FaceSwap/383_353.mp4,1,358,1920,1080,h264,2.26,FaceSwap,FaceSwap,,ORIG_353,ORIG_383,PAIR_ORIG_353_ORIG_383,,,383
FFPP_0004384,FaceForensics++,FaceSwap/384_932.mp4,1,462,1920,1080,h264,3.48,FaceSwap,FaceSwap,,ORIG_932,ORIG_384,PAIR_ORIG_384_ORIG_932,,,384
FFPP_0004385,FaceForensics++,FaceSwap/385_414.mp4,1,349,1280,720,h264,1.73,FaceSwap,FaceSwap,,ORIG_414,ORIG_385,PAIR_ORIG_385_ORIG_414,,,385
FFPP_0004386,FaceForensics++,FaceSwap/386_154.mp4,1,449,1920,1080,h264,3.66,FaceSwap,FaceSwap,,ORIG_154,ORIG_386,PAIR_ORIG_154_ORIG_386,,,386
FFPP_0004387,FaceForensics++,FaceSwap/387_311.mp4,1,368,1280,720,h264,0.87,FaceSwap,FaceSwap,,ORIG_311,ORIG_387,PAIR_ORIG_311_ORIG_387,,,387
FFPP_0004388,FaceForensics++,FaceSwap/388_308.mp4,1,502,640,480,h264,0.82,FaceSwap,FaceSwap,,ORIG_308,ORIG_388,PAIR_ORIG_308_ORIG_388,,,388
FFPP_0004389,FaceForensics++,FaceSwap/389_480.mp4,1,314,1920,1080,h264,2.93,FaceSwap,FaceSwap,,ORIG_480,ORIG_389,PAIR_ORIG_389_ORIG_480,,,389
FFPP_0004390,FaceForensics++,FaceSwap/390_709.mp4,1,300,1280,720,h264,2.16,FaceSwap,FaceSwap,,ORIG_709,ORIG_390,PAIR_ORIG_390_ORIG_709,,,390
FFPP_0004391,FaceForensics++,FaceSwap/391_406.mp4,1,512,640,480,h264,0.69,FaceSwap,FaceSwap,,ORIG_406,ORIG_391,PAIR_ORIG_391_ORIG_406,,,391
FFPP_0004392,FaceForensics++,FaceSwap/392_339.mp4,1,457,1280,720,h264,2.32,FaceSwap,FaceSwap,,ORIG_339,ORIG_392,PAIR_ORIG_339_ORIG_392,,,392
FFPP_0004393,FaceForensics++,FaceSwap/393_405.mp4,1,531,640,480,h264,1.08,FaceSwap,FaceSwap,,ORIG_405,ORIG_393,PAIR_ORIG_393_ORIG_405,,,393
FFPP_0004394,FaceForensics++,FaceSwap/394_373.mp4,1,420,1280,720,h264,1.51,FaceSwap,FaceSwap,,ORIG_373,ORIG_394,PAIR_ORIG_373_ORIG_394,,,394
FFPP_0004395,FaceForensics++,FaceSwap/395_401.mp4,1,448,1280,720,h264,1.23,FaceSwap,FaceSwap,,ORIG_401,ORIG_395,PAIR_ORIG_395_ORIG_401,,,395
FFPP_0004396,FaceForensics++,FaceSwap/396_272.mp4,1,323,1280,720,h264,1.06,FaceSwap,FaceSwap,,ORIG_272,ORIG_396,PAIR_ORIG_272_ORIG_396,,,396
FFPP_0004397,FaceForensics++,FaceSwap/397_602.mp4,1,355,1920,1080,h264,3.66,FaceSwap,FaceSwap,,ORIG_602,ORIG_397,PAIR_ORIG_397_ORIG_602,,,397
FFPP_0004398,FaceForensics++,FaceSwap/398_457.mp4,1,528,656,480,h264,1.19,FaceSwap,FaceSwap,,ORIG_457,ORIG_398,PAIR_ORIG_398_ORIG_457,,,398
FFPP_0004399,FaceForensics++,FaceSwap/399_488.mp4,1,518,1280,720,h264,2.16,FaceSwap,FaceSwap,,ORIG_488,ORIG_399,PAIR_ORIG_399_ORIG_488,,,399
FFPP_0004400,FaceForensics++,FaceSwap/400_476.mp4,1,310,1280,720,h264,1.41,FaceSwap,FaceSwap,,ORIG_476,ORIG_400,PAIR_ORIG_400_ORIG_476,,,400
FFPP_0004401,FaceForensics++,FaceSwap/401_395.mp4,1,448,1280,720,h264,1.85,FaceSwap,FaceSwap,,ORIG_395,ORIG_401,PAIR_ORIG_395_ORIG_401,,,401
FFPP_0004402,FaceForensics++,FaceSwap/402_453.mp4,1,423,1920,1080,h264,4.75,FaceSwap,FaceSwap,,ORIG_453,ORIG_402,PAIR_ORIG_402_ORIG_453,,,402
FFPP_0004403,FaceForensics++,FaceSwap/403_497.mp4,1,621,272,480,h264,0.94,FaceSwap,FaceSwap,,ORIG_497,ORIG_403,PAIR_ORIG_403_ORIG_497,,,403
FFPP_0004404,FaceForensics++,FaceSwap/404_429.mp4,1,457,1280,720,h264,3.81,FaceSwap,FaceSwap,,ORIG_429,ORIG_404,PAIR_ORIG_404_ORIG_429,,,404
FFPP_0004405,FaceForensics++,FaceSwap/405_393.mp4,1,531,640,480,h264,1.05,FaceSwap,FaceSwap,,ORIG_393,ORIG_405,PAIR_ORIG_393_ORIG_405,,,405
FFPP_0004406,FaceForensics++,FaceSwap/406_391.mp4,1,512,600,480,h264,1.43,FaceSwap,FaceSwap,,ORIG_391,ORIG_406,PAIR_ORIG_391_ORIG_406,,,406
FFPP_0004407,FaceForensics++,FaceSwap/407_374.mp4,1,504,600,480,h264,1.36,FaceSwap,FaceSwap,,ORIG_374,ORIG_407,PAIR_ORIG_374_ORIG_407,,,407
FFPP_0004408,FaceForensics++,FaceSwap/408_424.mp4,1,306,720,480,h264,1.52,FaceSwap,FaceSwap,,ORIG_424,ORIG_408,PAIR_ORIG_408_ORIG_424,,,408
FFPP_0004409,FaceForensics++,FaceSwap/409_382.mp4,1,313,640,480,h264,0.44,FaceSwap,FaceSwap,,ORIG_382,ORIG_409,PAIR_ORIG_382_ORIG_409,,,409
FFPP_0004410,FaceForensics++,FaceSwap/410_411.mp4,1,459,1920,1080,h264,4.95,FaceSwap,FaceSwap,,ORIG_411,ORIG_410,PAIR_ORIG_410_ORIG_411,,,410
FFPP_0004411,FaceForensics++,FaceSwap/411_410.mp4,1,459,1920,1080,h264,5.68,FaceSwap,FaceSwap,,ORIG_410,ORIG_411,PAIR_ORIG_410_ORIG_411,,,411
FFPP_0004412,FaceForensics++,FaceSwap/412_274.mp4,1,474,1280,720,h264,1.44,FaceSwap,FaceSwap,,ORIG_274,ORIG_412,PAIR_ORIG_274_ORIG_412,,,412
FFPP_0004413,FaceForensics++,FaceSwap/413_372.mp4,1,379,640,480,h264,0.74,FaceSwap,FaceSwap,,ORIG_372,ORIG_413,PAIR_ORIG_372_ORIG_413,,,413
FFPP_0004414,FaceForensics++,FaceSwap/414_385.mp4,1,349,1920,1080,h264,3.79,FaceSwap,FaceSwap,,ORIG_385,ORIG_414,PAIR_ORIG_385_ORIG_414,,,414
FFPP_0004415,FaceForensics++,FaceSwap/415_484.mp4,1,319,720,480,h264,0.4,FaceSwap,FaceSwap,,ORIG_484,ORIG_415,PAIR_ORIG_415_ORIG_484,,,415
FFPP_0004416,FaceForensics++,FaceSwap/416_342.mp4,1,302,1280,720,h264,1.66,FaceSwap,FaceSwap,,ORIG_342,ORIG_416,PAIR_ORIG_342_ORIG_416,,,416
FFPP_0004417,FaceForensics++,FaceSwap/417_496.mp4,1,861,854,480,h264,2.16,FaceSwap,FaceSwap,,ORIG_496,ORIG_417,PAIR_ORIG_417_ORIG_496,,,417
FFPP_0004418,FaceForensics++,FaceSwap/418_507.mp4,1,319,1280,720,h264,1.89,FaceSwap,FaceSwap,,ORIG_507,ORIG_418,PAIR_ORIG_418_ORIG_507,,,418
FFPP_0004419,FaceForensics++,FaceSwap/419_824.mp4,1,487,1280,720,h264,2.13,FaceSwap,FaceSwap,,ORIG_824,ORIG_419,PAIR_ORIG_419_ORIG_824,,,419
FFPP_0004420,FaceForensics++,FaceSwap/420_257.mp4,1,763,600,480,h264,1.32,FaceSwap,FaceSwap,,ORIG_257,ORIG_420,PAIR_ORIG_257_ORIG_420,,,420
FFPP_0004421,FaceForensics++,FaceSwap/421_423.mp4,1,1038,640,480,h264,1.77,FaceSwap,FaceSwap,,ORIG_423,ORIG_421,PAIR_ORIG_421_ORIG_423,,,421
FFPP_0004422,FaceForensics++,FaceSwap/422_695.mp4,1,310,1920,1080,h264,4.64,FaceSwap,FaceSwap,,ORIG_695,ORIG_422,PAIR_ORIG_422_ORIG_695,,,422
FFPP_0004423,FaceForensics++,FaceSwap/423_421.mp4,1,1038,598,480,h264,2.06,FaceSwap,FaceSwap,,ORIG_421,ORIG_423,PAIR_ORIG_421_ORIG_423,,,423
FFPP_0004424,FaceForensics++,FaceSwap/424_408.mp4,1,306,640,480,h264,0.6,FaceSwap,FaceSwap,,ORIG_408,ORIG_424,PAIR_ORIG_408_ORIG_424,,,424
FFPP_0004425,FaceForensics++,FaceSwap/425_485.mp4,1,336,854,480,h264,0.78,FaceSwap,FaceSwap,,ORIG_485,ORIG_425,PAIR_ORIG_425_ORIG_485,,,425
FFPP_0004426,FaceForensics++,FaceSwap/426_287.mp4,1,335,1920,1080,h264,4.48,FaceSwap,FaceSwap,,ORIG_287,ORIG_426,PAIR_ORIG_287_ORIG_426,,,426
FFPP_0004427,FaceForensics++,FaceSwap/427_637.mp4,1,468,1280,720,h264,0.73,FaceSwap,FaceSwap,,ORIG_637,ORIG_427,PAIR_ORIG_427_ORIG_637,,,427
FFPP_0004428,FaceForensics++,FaceSwap/428_466.mp4,1,334,1280,720,h264,1.14,FaceSwap,FaceSwap,,ORIG_466,ORIG_428,PAIR_ORIG_428_ORIG_466,,,428
FFPP_0004429,FaceForensics++,FaceSwap/429_404.mp4,1,457,656,480,h264,1.07,FaceSwap,FaceSwap,,ORIG_404,ORIG_429,PAIR_ORIG_404_ORIG_429,,,429
FFPP_0004430,FaceForensics++,FaceSwap/430_459.mp4,1,357,1920,1080,h264,2.71,FaceSwap,FaceSwap,,ORIG_459,ORIG_430,PAIR_ORIG_430_ORIG_459,,,430
FFPP_0004431,FaceForensics++,FaceSwap/431_447.mp4,1,326,1280,720,h264,1.06,FaceSwap,FaceSwap,,ORIG_447,ORIG_431,PAIR_ORIG_431_ORIG_447,,,431
FFPP_0004432,FaceForensics++,FaceSwap/432_357.mp4,1,346,640,480,h264,0.59,FaceSwap,FaceSwap,,ORIG_357,ORIG_432,PAIR_ORIG_357_ORIG_432,,,432
FFPP_0004433,FaceForensics++,FaceSwap/433_498.mp4,1,317,1280,720,h264,1.53,FaceSwap,FaceSwap,,ORIG_498,ORIG_433,PAIR_ORIG_433_ORIG_498,,,433
FFPP_0004434,FaceForensics++,FaceSwap/434_438.mp4,1,337,854,480,h264,0.49,FaceSwap,FaceSwap,,ORIG_438,ORIG_434,PAIR_ORIG_434_ORIG_438,,,434
FFPP_0004435,FaceForensics++,FaceSwap/435_456.mp4,1,476,656,480,h264,1.0,FaceSwap,FaceSwap,,ORIG_456,ORIG_435,PAIR_ORIG_435_ORIG_456,,,435
FFPP_0004436,FaceForensics++,FaceSwap/436_526.mp4,1,518,1280,720,h264,2.5,FaceSwap,FaceSwap,,ORIG_526,ORIG_436,PAIR_ORIG_436_ORIG_526,,,436
FFPP_0004437,FaceForensics++,FaceSwap/437_360.mp4,1,385,1280,720,h264,2.74,FaceSwap,FaceSwap,,ORIG_360,ORIG_437,PAIR_ORIG_360_ORIG_437,,,437
FFPP_0004438,FaceForensics++,FaceSwap/438_434.mp4,1,337,640,480,h264,0.44,FaceSwap,FaceSwap,,ORIG_434,ORIG_438,PAIR_ORIG_434_ORIG_438,,,438
FFPP_0004439,FaceForensics++,FaceSwap/439_441.mp4,1,305,640,480,h264,0.65,FaceSwap,FaceSwap,,ORIG_441,ORIG_439,PAIR_ORIG_439_ORIG_441,,,439
FFPP_0004440,FaceForensics++,FaceSwap/440_364.mp4,1,419,656,480,h264,0.59,FaceSwap,FaceSwap,,ORIG_364,ORIG_440,PAIR_ORIG_364_ORIG_440,,,440
FFPP_0004441,FaceForensics++,FaceSwap/441_439.mp4,1,305,640,480,h264,0.66,FaceSwap,FaceSwap,,ORIG_439,ORIG_441,PAIR_ORIG_439_ORIG_441,,,441
FFPP_0004442,FaceForensics++,FaceSwap/442_195.mp4,1,333,1920,1080,h264,3.77,FaceSwap,FaceSwap,,ORIG_195,ORIG_442,PAIR_ORIG_195_ORIG_442,,,442
